Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pacific island small states,PSS,2709.594091,3678.704992,5264.489837,5537.169811,6208.334357,6614.791127,6770.469622,7104.110889,7421.629228,7512.776566,6585.424447,6486.196007
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Post-demographic dividend,PST,18013.62096,26933.00381,40536.19265,42017.37116,43122.06342,44214.88713,45709.11908,47519.68534,49523.95488,50832.29617,49490.26093,53528.6689
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pre-demographic dividend,PRE,1473.889608,2057.265966,3373.61723,3512.992152,3600.476579,3417.744417,3406.345273,3493.007017,3573.092468,3653.504206,3512.444546,3669.896682
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Small states,SST,..,10153.86669,21883.0413,22159.01339,22096.2965,19298.5584,18881.84203,20128.95089,20701.5777,21191.48823,20048.05546,21476.76819
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Asia,SAS,1273.912084,2113.337968,4617.255914,4804.470115,4984.6727,5199.590657,5519.964665,5827.134159,6270.287925,6553.236743,6219.147687,6920.703409
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Asia (IDA & IBRD),TSA,1273.912084,2113.337968,4617.255914,4804.470115,4984.6727,5199.590657,5519.964665,5827.134159,6270.287925,6553.236743,6219.147687,6920.703409
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa,SSF,1786.850613,2104.776835,3448.328083,3583.691292,3743.068513,3732.075948,3755.791924,3801.060885,3900.869856,3974.682146,3844.879529,4069.889126
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa (excluding high income),SSA,1785.885582,2103.302927,3446.607125,3581.922669,3741.119909,3730.130815,3753.683824,3798.869879,3898.608303,3972.363208,3842.783834,4067.575768
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1786.850613,2104.776835,3448.328083,3583.691292,3743.068513,3732.075948,3755.791924,3801.060885,3900.869856,3974.682146,3844.879529,4069.889126
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Upper middle income,UMC,3267.850237,5156.118363,13561.4082,14287.72212,14757.2457,14826.58448,15279.85534,16094.10631,17186.84985,17993.6961,17981.10506,19964.31422
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,World,WLD,5560.841641,8005.527143,14086.21414,14587.79945,14955.24329,15091.55592,15517.33004,16155.85021,16958.30482,17496.44918,17110.46554,18603.86985
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/22/2022,,,,,,,,,,,,,,,
